post_id,caption,media_url,cover_url,likes,comments,shares,collects,views,followers,createTime_epoch,created_at_iso,music_name,hashtag_list,hashtag_str,hashtag_count,created_at,caption_clean,caption_length,word_count,total_interactions,engagement_rate,likes_log1p,comments_log1p,shares_log1p,views_log1p,followers_log1p,total_interactions_log1p,engagement_level,emoji_count,has_trend_keyword,has_trend_hashtag,has_trend_song,is_related_gameshow,created_at_vn,time,is_weekend
7.324922361109614e+18,Tổng duyệt Hoa Nở Đẹp Nhất #ninhduonglanngoc #lightontv #chidepdapgioresong,https://api.apify.com/v2/key-value-stores/YxfQAy6b2zxudWjbC/records/video-ninhduongl-20240117044253-7324922361109613825.mp4,https://api.apify.com/v2/key-value-stores/YxfQAy6b2zxudWjbC/records/cover-ninhduongl-20240117044253-7324922361109613825.jpg,12100.0,47.0,30.0,421.0,205400.0,4000000.0,1705466573.0,2024-01-17T04:42:53.000Z,Mashup: Hoa Nở Không Màu & Bông Hoa Đẹp Nhất,"['#ninhduonglanngoc', '#lightontv', '#chidepdapgioresong']",#ninhduonglanngoc #lightontv #chidepdapgioresong,3,2024-01-17 04:42:53+00:00,tổng duyệt hoa nở đẹp nhất,31,6,12598.0,0.0613339824732229,9.401043372798052,3.87120101090789,3.4339872044851463,12.232719445013917,15.201805169084134,9.44137272471063,medium,0,0,0,0,1,2024-01-17 11:42:53+07:00,11,0
7.540284076087905e+18,"Đan Bàn Tay cùng các chị Em Xinh 🫶🏻👭💝 Cảm ơn #EXSH đã cho Châu cơ hội kết nối với 29 chị em đáng iu ạaa ✨

#EmXinhSayHi#EmXnBànTay",https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/video-chaubui-20250819131319-7540284076087905554.mp4,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/cover-chaubui-20250819131319-7540284076087905554.jpg,83600.0,512.0,1362.0,4905.0,1100000.0,2100000.0,1755609199.0,2025-08-19T13:13:19.000Z,ĐAN BÀN TAY,"['#exsh', '#emxinhsayhi', '#emx']",#exsh #emxinhsayhi #emx,3,2025-08-19 13:13:19+00:00,đan bàn tay cùng các chị em xinh cảm ơn đã cho châu cơ hội kết nối với 29 chị em đáng iu ạaa,92,24,90379.0,0.0821627272727272,11.33381076072374,6.240275845170769,7.217443431696533,13.910821646859096,14.557448378884017,11.41177828296527,high,4,1,0,0,1,2025-08-19 20:13:19+07:00,20,0
7.199292274793041e+18,"10 năm - 1 hành trình 💙
Cảm ơn món quà vô giá từ #Zhoufam - Fc Duy Khánh 🙏🏼 

#duykhanh #fanmeetingduykhanh #fanmeeting #hanhtrinh10nam   ",https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/video-duykhanhzh-20230212153100-7199292274793041178.mp4,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/cover-duykhanhzh-20230212153100-7199292274793041178.jpg,11900.0,112.0,47.0,294.0,178600.0,1400000.0,1676215860.0,2023-02-12T15:31:00.000Z,Pháo Hoa (Cute Version),"['#zhoufam', '#duykhanh', '#fanmeetingduykhanh', '#fanmeeting', '#hanhtrinh10nam']",#zhoufam #duykhanh #fanmeetingduykhanh #fanmeeting #hanhtrinh10nam,5,2023-02-12 15:31:00+00:00,10 năm 1 hành trình cảm ơn món quà vô giá từ fc duy khánh,57,15,12353.0,0.0691657334826427,9.38437770918244,4.727387818712341,3.87120101090789,12.092909546513004,14.151983508870948,9.421735176255844,high,3,1,0,0,0,2023-02-12 22:31:00+07:00,22,1
7.438603111595298e+18,Táo đỏ kẹp sữa lạc đà nguyên kem 💓 yummy 😚 #dieple ,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/video-dieplez-20241118125913-7438603111595298066.mp4,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/cover-dieplez-20241118125913-7438603111595298066.jpg,3786.0,894.0,146.0,191.0,584300.0,738500.0,1731934753.0,2024-11-18T12:59:13.000Z,nhạc nền - ✧ Diệp Lê ✧,['#dieple'],#dieple,1,2024-11-18 12:59:13+00:00,táo đỏ kẹp sữa lạc đà nguyên kem yummy,38,9,5017.0,0.0085863426322094,8.239329427901795,6.796823718274855,4.990432586778736,13.278171539990662,13.512377735048796,8.520786726926367,low,2,1,0,0,0,2024-11-18 19:59:13+07:00,19,0
7.128260215044132e+18,"Ủa gì zạ, ai biết gì đâu :)) #sam #samofficial #xuhuong #dqn #misthy",https://api.apify.com/v2/key-value-stores/2zqu3fV3Gd6pfBg1C/records/video-samngoffic-20220805053020-7128260215044132123.mp4,https://api.apify.com/v2/key-value-stores/2zqu3fV3Gd6pfBg1C/records/cover-samngoffic-20220805053020-7128260215044132123.jpg,20600.0,64.0,17.0,137.0,334100.0,2200000.0,1659677420.0,2022-08-05T05:30:20.000Z,nhạc nền,"['#sam', '#samofficial', '#xuhuong', '#dqn', '#misthy']",#sam #samofficial #xuhuong #dqn #misthy,5,2022-08-05 05:30:20+00:00,ủa gì zạ ai biết gì đâu,23,7,20818.0,0.0623106854235258,9.933094897288786,4.174387269895637,2.8903717578961645,12.719198621456204,14.603968372873895,9.943621310275772,medium,0,0,0,0,0,2022-08-05 12:30:20+07:00,12,0
7.30345116840613e+18,cảm xúc bây giờ vẫn còn rất lâng lâng 🔥🔥 cám ơn các anh emmmm #fabonguyen #allstarsballout #ctrlf #ctrlfseries #bongrovietnam ,,https://api.apify.com/v2/key-value-stores/oCk5QnAjzb0seYv7v/records/cover-fabonguyen-20231120080046-7303451168406129922.jpg,22900.0,26.0,29.0,365.0,643200.0,355600.0,1700467246.0,2023-11-20T08:00:46.000Z,TOKYO Cypher,"['#fabonguyen', '#allstarsballout', '#ctrlf', '#ctrlfseries', '#bongrovietnam']",#fabonguyen #allstarsballout #ctrlf #ctrlfseries #bongrovietnam,5,2023-11-20 08:00:46+00:00,cảm xúc bây giờ vẫn còn rất lâng lâng cám ơn các anh emmmm,58,14,23320.0,0.0362562189054726,10.038935856711175,3.295836866004329,3.4011973816621555,13.374212551572054,12.781564594766412,10.057109521191691,low,2,0,0,0,0,2023-11-20 15:00:46+07:00,15,0
6.966970377830403e+18,Một chút đu trend 😎 #ChuyenDong3D #chaubui #fyp #tiktokvietnam,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/video-chaubui-20210527140319-6966970377830403330.mp4,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/cover-chaubui-20210527140319-6966970377830403330.jpg,9106.0,28.0,28.0,20.0,255500.0,2100000.0,1622124199.0,2021-05-27T14:03:19.000Z,Programs,"['#chuyendong3d', '#chaubui', '#fyp', '#tiktokvietnam']",#chuyendong3d #chaubui #fyp #tiktokvietnam,4,2021-05-27 14:03:19+00:00,một chút đu trend,17,4,9182.0,0.0359373776908023,9.11679862756782,3.367295829986474,3.367295829986474,12.45098160251256,14.557448378884017,9.125109227613525,low,1,1,0,0,0,2021-05-27 21:03:19+07:00,21,0
7.278330692709174e+18,Live này là thêm để chiều lòng các bà chưa kịp mua. Đúng 100 deals nữa thui ạ 🖤 Sau buổi live này tui sẽ off nửa tháng mới livestream lại ✨ yayy~~~ ,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/video-dieplez-20230913152023-7278330692709174536.mp4,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/cover-dieplez-20230913152023-7278330692709174536.jpg,41000.0,98.0,220.0,535.0,1300000.0,738500.0,1694618423.0,2023-09-13T15:20:23.000Z,Luxury fashion (no vocals),[],,0,2023-09-13 15:20:23+00:00,live này là thêm để chiều lòng các bà chưa kịp mua đúng 100 deals nữa thui ạ sau buổi live này tui sẽ off nửa tháng mới livestream lại yayy,139,31,41853.0,0.0321946153846153,10.62135173563291,4.59511985013459,5.3981627015177525,14.077875591662238,13.512377735048796,10.641942650800615,low,2,1,0,0,0,2023-09-13 22:20:23+07:00,22,0
7.385024860184923e+18,Ôm ôm các niềm tự hào của Đất Nước ❤️ chiều nay chiến tiếp các bạn nhaaaa #phuongmychi ,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/video-phuongmych-20240627034825-7385024860184923413.mp4,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/cover-phuongmych-20240627034825-7385024860184923413.jpg,54600.0,174.0,167.0,1185.0,538300.0,5300000.0,1719460105.0,2024-06-27T03:48:25.000Z,nhạc nền - Phương Mỹ Chi,['#phuongmychi'],#phuongmychi,1,2024-06-27 03:48:25+00:00,ôm ôm các niềm tự hào của đất nước chiều nay chiến tiếp các bạn nhaaaa,70,16,56126.0,0.1042652795838751,10.907807476583594,5.1647859739235145,5.123963979403259,13.19617316224749,15.483217567201578,10.935372259153528,high,1,0,0,0,0,2024-06-27 10:48:25+07:00,10,0
7.571709969423207e+18,Ranking Chầu Bùi #chaubui #moting #emxinhsayhi #xuhuong #thenphucminh ,https://api.apify.com/v2/key-value-stores/dG0MaVo1TYKMqcmPv/records/video-motig54-20251112054150-7571709969423207687.mp4,https://api.apify.com/v2/key-value-stores/dG0MaVo1TYKMqcmPv/records/cover-motig54-20251112054150-7571709969423207687.jpg,421.0,28.0,2.0,18.0,9345.0,1810.0,1762926110.0,2025-11-12T05:41:50.000Z,nhạc nền - moting.,"['#chaubui', '#moting', '#emxinhsayhi', '#xuhuong', '#thenphucminh']",#chaubui #moting #emxinhsayhi #xuhuong #thenphucminh,5,2025-11-12 05:41:50+00:00,ranking chầu bùi,16,3,469.0,0.0501872659176029,6.045005314036012,3.367295829986474,1.0986122886681096,9.142703723260372,7.501634457883413,6.152732694704104,medium,0,0,0,0,1,2025-11-12 12:41:50+07:00,12,0
7.269752561219997e+18,"Nấu đám Miền Tây Phần 2. Buổi tiệc hôm nay gồm có: món thú linh khìa nước dừa, bò hầm rau củ, gỏi ngó sen chuối cây tôm thịt, cù lao, cá tai tượng chiên xù... Ê hề và tràn trề tiếng nói cười.
#KhoaiLangThang #LearnOnTikTok #nauan #nauancungtiktok #mientay #dulich #amthuc #longervideos #tiktoktravel ",https://api.apify.com/v2/key-value-stores/AI0RqLjc9BnZ8W0Dq/records/video-khoailangt-20230821123251-7269752561219996934.mp4,https://api.apify.com/v2/key-value-stores/AI0RqLjc9BnZ8W0Dq/records/cover-khoailangt-20230821123251-7269752561219996934.jpg,24500.0,275.0,189.0,492.0,717300.0,2800000.0,1692621171.0,2023-08-21T12:32:51.000Z,nhạc nền - Khoai Lang Thang,"['#khoailangthang', '#learnontiktok', '#nauan', '#nauancungtiktok', '#mientay', '#dulich', '#amthuc', '#longervideos', '#tiktoktravel']",#khoailangthang #learnontiktok #nauan #nauancungtiktok #mientay #dulich #amthuc #longervideos #tiktoktravel,9,2023-08-21 12:32:51+00:00,nấu đám miền tây phần 2 buổi tiệc hôm nay gồm có món thú linh khìa nước dừa bò hầm rau củ gỏi ngó sen chuối cây tôm thịt cù lao cá tai tượng chiên xù ê hề và tràn trề tiếng nói cười,181,44,25456.0,0.03548863794786,10.106469212026385,5.62040086571715,5.247024072160486,13.48325083623038,14.845130332288226,10.144746033275508,low,0,1,1,0,0,2023-08-21 19:32:51+07:00,19,0
7.01853199759321e+18,Cuối cùng cũng được đi làm rồiiii 🥳 #fyp #chaubui,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/video-chaubui-20211013124843-7018531997593210138.mp4,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/cover-chaubui-20211013124843-7018531997593210138.jpg,19100.0,66.0,42.0,26.0,218400.0,2100000.0,1634129323.0,2021-10-13T12:48:43.000Z,,"['#fyp', '#chaubui']",#fyp #chaubui,2,2021-10-13 12:48:43+00:00,cuối cùng cũng được đi làm rồiiii,33,7,19234.0,0.0880677655677655,9.857495968685136,4.204692619390966,3.7612001156935615,12.294088101596984,14.557448378884017,9.864486815186396,high,1,0,0,0,0,2021-10-13 19:48:43+07:00,19,0
7.279790573437947e+18,Bạn muốn có những khung cảnh đẹp nhất của Tokyo?  Shibuya Sky là nơi để đến. #tokyo #shibuya #ngokienhuydaily #ngokienhuy #shibuyasky #tiktokgiaitri ,https://api.apify.com/v2/key-value-stores/QLUkZF49HswusRGYJ/records/video-ngokienhuy-20230917134530-7279790573437947137.mp4,https://api.apify.com/v2/key-value-stores/QLUkZF49HswusRGYJ/records/cover-ngokienhuy-20230917134530-7279790573437947137.jpg,9792.0,87.0,125.0,269.0,239300.0,3000000.0,1694958330.0,2023-09-17T13:45:30.000Z,nhạc nền - Ngô Kiến Huy,"['#tokyo', '#shibuya', '#ngokienhuydaily', '#ngokienhuy', '#shibuyasky', '#tiktokgiaitri']",#tokyo #shibuya #ngokienhuydaily #ngokienhuy #shibuyasky #tiktokgiaitri,6,2023-09-17 13:45:30+00:00,bạn muốn có những khung cảnh đẹp nhất của tokyo shibuya sky là nơi để đến,73,16,10273.0,0.0429293773506059,9.189423123720797,4.477336814478207,4.836281906951478,12.385477452742728,14.914123179965662,9.237371711027214,medium,0,0,0,0,0,2023-09-17 20:45:30+07:00,20,1
7.224846357293567e+18,Mấy bà bao giờ dùng qua dưỡng tóc hay dầu gội này chưa? #reviewlamdep #goclamdep #dieple #hair ,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/video-dieplez-20230422121351-7224846357293567237.mp4,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/cover-dieplez-20230422121351-7224846357293567237.jpg,10200.0,191.0,333.0,1870.0,269900.0,738500.0,1682165631.0,2023-04-22T12:13:51.000Z,Cupid (Twin Version),"['#reviewlamdep', '#goclamdep', '#dieple', '#hair']",#reviewlamdep #goclamdep #dieple #hair,4,2023-04-22 12:13:51+00:00,mấy bà bao giờ dùng qua dưỡng tóc hay dầu gội này chưa,54,13,12594.0,0.0466617265653945,9.23024103368252,5.2574953720277815,5.8111409929767,12.505810504075184,13.512377735048796,9.441055188786711,medium,0,1,0,0,0,2023-04-22 19:13:51+07:00,19,1
7.342492988217642e+18,💗 Dc:@Thư Thor 🐇 ,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/video-ciin-20240304130254-7342492988217642248.mp4,https://api.apify.com/v2/key-value-stores/awoyBmj2vRJYsw0RR/records/cover-ciin-20240304130254-7342492988217642248.jpg,697600.0,2445.0,3154.0,27687.0,10400000.0,16600000.0,1709557374.0,2024-03-04T13:02:54.000Z,Cua Remix Khoa Vũ,[],,0,2024-03-04 13:02:54+00:00,dc thor,7,2,730886.0,0.0702775,13.455402585062116,7.802209316247118,8.056743774975313,16.15731646026544,16.624913313567735,13.50201414401943,high,2,0,0,0,0,2024-03-04 20:02:54+07:00,20,0
7.188954217917271e+18,Những ngày cuối năm ♥️  ,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/video-dieplez-20230115185412-7188954217917271322.mp4,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/cover-dieplez-20230115185412-7188954217917271322.jpg,21800.0,51.0,119.0,344.0,369500.0,738500.0,1673808852.0,2023-01-15T18:54:12.000Z,Neon Bass,[],,0,2023-01-15 18:54:12+00:00,những ngày cuối năm,19,4,22314.0,0.0603897158322056,9.989711119284744,3.951243718581428,4.787491742782046,12.819908725726677,13.512377735048796,10.01301437706337,medium,1,0,0,0,0,2023-01-16 01:54:12+07:00,1,0
7.325459340088069e+18,Trả lời @kimthoa_3107 trợ giá lên đến 6 tỷ từ các nhãn hàng và sốp piiii 🔥 #dieple #ThanhThoiLuotTet #goclamdep #dieplexshopee ,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/video-dieplez-20240118152340-7325459340088069384.mp4,https://api.apify.com/v2/key-value-stores/M46kvo74Ndh6sKRyO/records/cover-dieplez-20240118152340-7325459340088069384.jpg,2140.0,34.0,53.0,64.0,157900.0,738500.0,1705591420.0,2024-01-18T15:23:40.000Z,vlog. TikTok. Chill hop.(1245459),"['#dieple', '#thanhthoiluottet', '#goclamdep', '#dieplexshopee']",#dieple #thanhthoiluottet #goclamdep #dieplexshopee,4,2024-01-18 15:23:40+00:00,trả lời trợ giá lên đến 6 tỷ từ các nhãn hàng và sốp piiii,58,15,2291.0,0.0145091830272324,7.669028288589683,3.555348061489413,3.9889840465642745,11.969723533345908,13.512377735048796,7.73718007783463,low,1,1,0,0,0,2024-01-18 22:23:40+07:00,22,0
7.270174754135461e+18,Lễ thất tịch được @Ninh Dương Lan Ngọc tặng chè đôi thỏ @Jun Pham ,https://api.apify.com/v2/key-value-stores/QLUkZF49HswusRGYJ/records/video-ngokienhuy-20230822155112-7270174754135461125.mp4,https://api.apify.com/v2/key-value-stores/QLUkZF49HswusRGYJ/records/cover-ngokienhuy-20230822155112-7270174754135461125.jpg,17100.0,132.0,152.0,507.0,225100.0,3000000.0,1692719472.0,2023-08-22T15:51:12.000Z,nhạc nền - Ngô Kiến Huy,[],,0,2023-08-22 15:51:12+00:00,lễ thất tịch được dương lan ngọc tặng chè đôi thỏ pham,54,12,17891.0,0.0794802310084406,9.746892220313054,4.890349128221754,5.030437921392435,12.324304469354969,14.914123179965662,9.79210896455274,high,0,0,0,0,0,2023-08-22 22:51:12+07:00,22,0
